cluster_8,0,1,Total,CG_Percentage,OR_Percentage
0,1466,336,1802,0.1864594894561598,0.8135405105438401
1,5775,6054,11829,0.5117930509764139,0.4882069490235861
2,3412,2009,5421,0.3705958310274857,0.6294041689725143
3,422,2051,2473,0.829357056207036,0.17064294379296402
4,2862,2021,4883,0.4138849068195781,0.5861150931804219
5,2417,6293,8710,0.7225028702640643,0.2774971297359357
6,2317,959,3276,0.29273504273504275,0.7072649572649573
7,1544,482,2026,0.23790720631786771,0.7620927936821322
